Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LB,LB,LB,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,,,,,,
102,D2,05/11/04,Karlsruhe,Unterhaching,1,0,H,1,0,H,2.2,3.2,2.8,2.1,3.2,3.1,2.1,3.2,3.2,2.2,2.9,3,2.2,3.2,2.8,2.15,3.2,3.2,2.1,3.2,3,1.71,2,2.1,1.6,-0.5,,,,,,
103,D2,07/11/04,Cottbus,Erfurt,3,0,H,1,0,H,1.72,3.2,4.33,1.6,3.6,4.8,1.65,3.5,4.75,1.75,3.1,4.1,,,,1.6,3.75,5,1.65,3.3,4.6,1.85,1.85,1.65,2.02,-0.5,,,,,,
104,D2,07/11/04,Dresden,Greuther Furth,2,2,D,0,1,A,2.7,3.1,2.3,2.9,3.2,2.2,2.85,3.2,2.3,2.5,3,2.5,,,,3.1,3.2,2.2,2.6,3.15,2.35,1.79,1.9,1.51,2.3,0.5,,,,,,
105,D2,07/11/04,FC Koln,Ahlen,3,0,H,2,0,H,1.57,3.5,5,1.5,3.8,5.5,1.5,4,5.5,1.55,3.5,4.8,,,,1.5,4,5.5,1.5,3.4,6,1.71,2,2.11,1.44,-1.5,,,,,,
106,D2,07/11/04,Oberhausen,Essen,1,1,D,0,0,D,2,3.2,3.2,1.85,3.3,3.7,1.85,3.3,3.9,1.85,3.1,3.6,,,,1.8,3.4,4,2.05,3.1,3.2,1.71,2,1.85,1.79,-0.5,,,,,,
107,D2,07/11/04,Saarbrucken,Munich 1860,4,1,H,2,1,H,2.4,3.25,2.5,2.65,3.25,2.35,2.5,3.15,2.6,2.5,3,2.5,,,,2.6,3.1,2.6,2.35,3.2,2.6,1.79,1.9,2.5,1.42,-0.5,,,,,,
108,D2,08/11/04,Duisburg,Aachen,1,0,H,1,0,H,1.9,3.2,3.5,2,3.25,3.3,2,3.2,3.5,2.1,2.9,3.2,2,3.2,3.2,2.1,3,3.5,2,3.1,3.3,1.71,2,2,1.67,-0.5,,,,,,
109,D2,12/11/04,Erfurt,Burghausen,1,0,H,0,0,D,2.5,3.1,2.5,2.5,3.2,2.5,2.45,3.2,2.62,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.1,2.8,2.35,3.05,2.7,1.9,1.79,2.45,1.44,-0.5,,,,,,
110,D2,12/11/04,Greuther Furth,Saarbrucken,2,0,H,1,0,H,1.61,3.5,4.5,1.55,3.7,5.1,1.62,3.5,5,1.65,3.3,4.4,1.62,3.25,5,1.6,3.75,5,1.6,3.3,5,1.75,1.95,1.62,2.06,-0.5,,,,,,
111,D2,12/11/04,Munich 1860,Oberhausen,5,1,H,3,0,H,1.57,3.5,5,1.55,3.7,5.1,1.57,3.65,5.2,1.65,3.3,4.4,1.53,3.5,5.5,1.53,3.75,5.5,1.5,3.6,5.5,1.71,2,1.57,2.14,-0.5,,,,,,
112,D2,14/11/04,Aachen,Essen,1,1,D,1,0,H,1.53,3.4,5.5,1.45,3.8,6.2,1.5,3.75,6,1.45,3.8,5.4,,,,1.44,4,6.5,1.5,3.5,5.8,1.6,2.15,2.11,1.44,-1.5,,,,,,
113,D2,14/11/04,Ahlen,Dresden,2,0,H,1,0,H,1.83,3.2,3.75,1.65,3.5,4.5,1.75,3.35,4.3,1.75,3.2,4,,,,1.85,3.4,3.8,1.8,3.2,3.9,1.71,2,1.75,1.88,-0.5,,,,,,
114,D2,14/11/04,Duisburg,Cottbus,2,0,H,1,0,H,1.72,3.4,4,1.7,3.4,4.35,1.7,3.4,4.5,1.75,3.2,4,,,,1.7,3.6,4.33,1.75,3.3,4,1.79,1.9,1.7,1.94,-0.5,,,,,,
115,D2,14/11/04,Ein Trier,Ein Frankfurt,2,2,D,1,2,A,2.1,3.2,3,2.25,3.2,2.8,2.2,3.2,3,2.2,2.9,3,,,,2.2,3.2,3.1,2.15,3.1,3,1.71,2,2.2,1.55,-0.5,,,,,,
116,D2,14/11/04,Erzgebirge Aue,Karlsruhe,1,0,H,0,0,D,2,3.2,3.2,2,3.25,3.3,2.05,3.25,3.25,2,3,3.3,,,,2,3.3,3.4,2.05,3.2,3.1,1.71,2,2.05,1.63,-0.5,,,,,,
117,D2,15/11/04,Unterhaching,FC Koln,1,3,A,1,0,H,2.75,3.2,2.25,2.9,3.2,2.2,2.8,3.2,2.3,2.7,2.9,2.4,2.75,3.2,2.25,2.9,3,2.38,2.75,3.2,2.25,1.65,2.05,1.49,2.3,0.5,,,,,,
118,D2,19/11/04,Ein Frankfurt,Erfurt,2,1,H,2,0,H,1.53,3.4,5.5,1.5,3.7,5.8,1.57,3.65,5.2,1.55,3.5,4.8,1.57,3.5,5,1.53,3.75,5.5,1.55,3.5,5.2,1.65,2.05,1.57,2.14,-0.5,,,,,,
119,D2,19/11/04,FC Koln,Erzgebirge Aue,1,0,H,0,0,D,1.4,3.75,7,1.35,4.35,7.1,1.45,3.85,6.5,1.45,3.8,5.4,1.4,3.75,7,1.44,4,6.5,1.4,3.6,7.5,1.6,2.15,2.03,1.48,-1.5,,,,,,
120,D2,19/11/04,Oberhausen,Greuther Furth,1,0,H,0,0,D,2.87,3,2.25,3,3.2,2.15,3,3.2,2.2,2.9,3,2.2,2.8,3.2,2.2,3.25,3.2,2.1,2.85,3.15,2.2,1.75,1.95,1.55,2.2,0.5,,,,,,
121,D2,19/11/04,Saarbrucken,Ahlen,0,0,D,0,0,D,2,3.2,3.2,1.9,3.25,3.6,2,3.15,3.5,1.9,3.1,3.5,1.91,3.2,3.5,2,3.3,3.4,1.95,3.1,3.5,1.65,2.05,2,1.66,-0.5,,,,,,
122,D2,21/11/04,Burghausen,Duisburg,0,0,D,0,0,D,2.5,3,2.6,2.4,3.2,2.6,2.5,3.2,2.55,2.4,2.9,2.7,,,,2.6,3.1,2.6,2.55,3.1,2.45,1.85,1.85,2.5,1.42,-0.5,,,,,,
123,D2,21/11/04,Dresden,Unterhaching,1,0,H,1,0,H,2.2,3,3,2.2,3.2,2.9,2.2,3.2,3,2.2,2.9,3,,,,2.1,3.2,3.25,2.05,3.15,3.15,1.75,1.95,2.2,1.55,-0.5,,,,,,
124,D2,21/11/04,Karlsruhe,Ein Trier,1,0,H,1,0,H,2.1,3.2,3,2.1,3.2,3.1,2.2,3.2,3,2.2,2.9,3,,,,2.1,3.2,3.25,2.15,3,3.1,1.71,2,2.2,1.55,-0.5,,,,,,
125,D2,22/11/04,Cottbus,Aachen,1,2,A,1,2,A,2.25,3,2.87,2.25,3.2,2.8,2.3,3.1,2.9,2.2,2.9,3,2.25,3.2,2.75,2.3,3,3.1,2.25,3.1,2.8,1.85,1.85,2.3,1.5,-0.5,,,,,,
126,D2,24/11/04,Essen,Munich 1860,0,0,D,0,0,D,2.5,3.2,2.4,2.65,3.25,2.35,2.6,3.25,2.45,2.4,2.9,2.7,,,,2.8,3.1,2.4,2.55,3.1,2.45,1.71,2,1.44,2.45,0.5,,,,,,
127,D2,26/11/04,Ahlen,Oberhausen,0,1,A,0,1,A,1.61,3.5,4.5,1.65,3.5,4.5,1.65,3.45,4.85,1.7,3.2,4.2,1.67,3.25,4.5,1.67,3.6,4.5,1.7,3.3,4.3,1.75,1.95,1.65,2.02,-0.5,,,,,,
128,D2,26/11/04,Duisburg,Ein Frankfurt,1,1,D,1,0,H,1.72,3.2,4.33,1.65,3.5,4.5,1.75,3.35,4.35,1.85,3.1,3.6,1.73,3.2,4.33,1.75,3.5,4.2,1.75,3.3,4,1.75,1.95,1.75,1.89,-0.5,,,,,,
129,D2,26/11/04,Ein Trier,FC Koln,0,0,D,0,0,D,2.75,3.2,2.25,3.1,3.2,2.1,3,3.2,2.2,3,2.9,2.2,2.8,3.2,2.2,3.1,3.2,2.2,2.8,3.2,2.2,1.85,1.85,1.55,2.2,0.5,,,,,,
130,D2,28/11/04,Aachen,Munich 1860,5,1,H,3,1,H,1.9,3.2,3.5,1.95,3.25,3.4,1.95,3.25,3.55,1.9,3.1,3.5,,,,,,,1.95,3.25,3.3,1.65,2.05,1.95,1.7,-0.5,,,,,,
131,D2,28/11/04,Erfurt,Karlsruhe,4,2,H,3,2,H,2.2,3.2,2.8,2.1,3.2,3.1,2.2,3.1,3.1,2.1,2.8,3.3,,,,2.1,3.2,3.25,2.1,3.2,3,2.05,1.65,2.2,1.55,-0.5,,,,,,
132,D2,28/11/04,Erzgebirge Aue,Dresden,4,1,H,2,1,H,1.83,3.2,3.75,1.8,3.4,3.8,1.8,3.4,4,1.75,3.2,4,,,,1.8,3.4,4,1.85,3.15,3.75,1.85,1.85,1.8,1.84,-0.5,,,,,,
133,D2,28/11/04,Greuther Furth,Essen,3,2,H,1,0,H,1.4,3.75,7,1.45,3.8,6.2,1.5,3.6,6.4,1.5,3.5,5.4,,,,,,,1.4,3.75,7,1.75,1.95,2.11,1.44,-1.5,,,,,,
134,D2,28/11/04,Unterhaching,Saarbrucken,1,3,A,0,2,A,2,3,3.4,1.85,3.3,3.7,1.85,3.35,3.8,1.8,3.1,3.8,,,,1.85,3.4,3.8,1.85,3.25,3.6,1.71,2,1.85,1.78,-0.5,,,,,,
135,D2,29/11/04,Cottbus,Burghausen,0,2,A,0,0,D,1.9,3.2,3.5,1.85,3.3,3.7,1.9,3.3,3.7,1.8,3.1,3.8,1.727,3.2,4.333,1.75,3.3,4.5,1.75,3.3,4,1.85,1.85,1.9,1.74,-0.5,,,,,,
136,D2,03/12/04,Essen,Ahlen,1,0,H,0,0,D,2.5,3,2.6,2.3,3,2.9,2.3,3.1,2.9,2.2,2.8,3.1,2.2,3,3,2.25,3.2,3,2.2,3,3,1.85,1.85,2.3,1.5,-0.5,,,,,,
137,D2,03/12/04,Karlsruhe,Duisburg,0,3,A,0,3,A,2.5,3.1,2.5,2.7,3.2,2.35,2.65,3.1,2.5,2.5,3,2.5,2.6,3.2,2.38,2.7,3.2,2.4,2.5,3.1,2.5,1.85,1.85,1.43,2.5,0.5,,,,,,
138,D2,03/12/04,Saarbrucken,Erzgebirge Aue,2,1,H,2,0,H,1.9,3.25,3.4,1.85,3.3,3.75,1.86,3.3,3.85,1.85,3.1,3.6,1.83,3.2,3.75,1.85,3.4,3.8,1.9,3.3,3.4,1.79,1.9,1.86,1.78,-0.5,,,,,,
139,D2,05/12/04,Aachen,Burghausen,3,1,H,1,0,H,1.72,3.2,4.33,1.7,3.4,4.4,1.7,3.4,4.6,1.65,3.3,4.4,,,,1.67,3.6,4.5,1.65,3.3,4.6,1.71,2,1.7,1.96,-0.5,,,,,,
140,D2,05/12/04,Dresden,Ein Trier,4,1,H,1,1,D,2.2,3,3,2.1,3.2,3.1,2.2,3.2,3,2.2,2.9,3,,,,2,3.3,3.4,2.1,3.1,3.1,1.75,1.95,2.2,1.55,-0.5,,,,,,
141,D2,05/12/04,Ein Frankfurt,Cottbus,3,1,H,2,0,H,1.72,3.4,4,1.7,3.4,4.4,1.7,3.4,4.6,1.7,3.2,4.2,,,,1.7,3.5,4.5,1.6,3.4,4.8,1.71,2,1.7,1.96,-0.5,,,,,,
142,D2,05/12/04,FC Koln,Erfurt,1,1,D,0,0,D,1.33,4,8,1.3,4.45,8.5,1.33,4.25,8.75,1.33,4,7.5,,,,1.33,4.5,8,1.35,4,7.5,1.65,2.05,1.33,2.86,-0.5,,,,,,
143,D2,05/12/04,Oberhausen,Unterhaching,3,1,H,0,0,D,2,3.2,3.2,1.95,3.2,3.5,2,3.2,3.5,2,3,3.3,,,,2,3.3,3.4,1.9,3.25,3.4,1.85,1.85,2,1.67,-0.5,,,,,,
144,D2,06/12/04,Munich 1860,Greuther Furth,2,1,H,0,0,D,2.2,3,3,2.05,3.15,3.25,2.15,3.1,3.2,2.1,2.9,3.2,2,3.2,3.2,2.2,3,3.25,2,3.2,3.2,1.75,1.95,2.15,1.57,-0.5,,,,,,
145,D2,10/12/04,Burghausen,Ein Frankfurt,0,3,A,0,1,A,2.2,3.2,2.8,2.25,3.2,2.8,2.3,3.2,2.85,2.4,3,2.6,2.25,3.2,2.75,2.3,3.2,2.9,2.2,3.2,2.8,1.79,1.9,2.3,1.51,-0.5,,,,,,
146,D2,10/12/04,Cottbus,Karlsruhe,4,1,H,2,1,H,1.9,3.2,3.5,1.9,3.25,3.6,1.9,3.25,3.75,1.8,3.1,3.8,1.8,3.2,4,1.8,3.4,4,1.85,3.3,3.55,1.75,1.95,1.9,1.74,-0.5,,,,,,
147,D2,10/12/04,Greuther Furth,Aachen,3,2,H,1,1,D,2,3.2,3.2,2.05,3.2,3.2,2.15,3.2,3.1,2,3.1,3.2,2,3.2,3.2,2.1,3.2,3.25,2,3.1,3.3,1.75,1.95,2.15,1.57,-0.5,,,,,,
148,D2,12/12/04,Ahlen,Munich 1860,1,0,H,1,0,H,2.25,3.2,2.75,2.3,3.25,2.7,2.35,3.15,2.8,2.4,3,2.6,,,,2.3,3.2,2.9,2.4,3.1,2.6,1.85,1.85,2.35,1.48,-0.5,,,,,,
149,D2,12/12/04,Duisburg,FC Koln,1,0,H,0,0,D,2.25,3.1,2.8,2.3,3.1,2.8,2.3,3.2,2.85,2.3,2.8,2.9,,,,2.25,3.2,3,2.25,3.05,2.85,1.85,1.85,2.3,1.51,-0.5,,,,,,
150,D2,12/12/04,Ein Trier,Saarbrucken,2,1,H,2,0,H,2.2,3.25,2.75,2.1,3.2,3.1,2.1,3.2,3.2,2.1,2.9,3.2,,,,2.1,3.2,3.25,2.05,3.2,3.1,1.71,2,2.1,1.6,-0.5,,,,,,
151,D2,12/12/04,Erfurt,Dresden,1,1,D,0,0,D,1.9,3.2,3.5,2,3.3,3.25,1.9,3.25,3.75,1.8,3.1,3.8,,,,1.85,3.4,3.8,1.85,3.25,3.6,1.85,1.85,1.9,1.74,-0.5,,,,,,
152,D2,12/12/04,Erzgebirge Aue,Oberhausen,2,0,H,1,0,H,1.83,3.2,3.75,1.85,3.3,3.7,1.9,3.25,3.75,1.8,3.1,3.8,,,,1.9,3.3,3.75,1.8,3.3,3.75,1.71,2,1.9,1.74,-0.5,,,,,,
153,D2,12/12/04,Unterhaching,Essen,4,0,H,3,0,H,1.83,3.25,3.6,1.85,3.3,3.7,1.85,3.25,3.95,1.8,3.1,3.8,,,,1.8,3.4,4,1.85,3.25,3.65,1.71,2,1.85,1.78,-0.5,,,,,,
154,D2,22/01/05,Burghausen,Karlsruhe,1,1,D,1,0,H,1.8,3.3,3.75,1.85,3.3,3.7,1.85,3.3,3.9,1.9,3.1,3.5,,,,1.85,3.4,3.8,1.8,3.25,3.8,1.75,1.95,1.85,1.79,-0.5,,,,,,
155,D2,22/01/05,Ein Trier,Oberhausen,2,2,D,1,0,H,1.8,3.3,3.75,1.85,3.3,3.7,1.9,3.25,3.75,1.9,3.1,3.5,,,,1.83,3.4,4,1.8,3.25,3.8,1.75,1.95,1.9,1.74,-0.5,,,,,,
156,D2,22/01/05,Erzgebirge Aue,Essen,1,1,D,0,0,D,1.61,3.5,4.5,1.7,3.4,4.4,1.7,3.35,4.7,1.75,3.2,4,,,,1.67,3.6,4.5,1.7,3.35,4.2,1.75,1.95,1.7,1.96,-0.5,,,,,,
157,D2,23/01/05,Ahlen,Greuther Furth,2,4,A,1,2,A,2.37,3,2.7,2.4,3.2,2.6,2.4,3.2,2.7,2.3,2.9,2.8,,,,2.4,3.1,2.8,2.45,3.1,2.55,1.85,1.85,2.4,1.46,-0.5,,,,,,
158,D2,23/01/05,Cottbus,FC Koln,3,5,A,2,2,D,2.7,3.1,2.3,2.7,3.25,2.3,2.75,3.25,2.35,2.7,3,2.3,,,,2.9,3.2,2.3,2.7,3.15,2.3,1.85,1.85,1.49,2.35,0.5,,,,,,
159,D2,23/01/05,Duisburg,Dresden,4,2,H,1,0,H,1.4,3.75,7,1.35,4.2,7.5,1.4,4,7.5,1.45,3.8,5.4,,,,1.4,4,7.5,1.35,3.9,8,1.65,2.05,1.9,1.56,-1.5,,,,,,
160,D2,23/01/05,Erfurt,Saarbrucken,0,1,A,0,1,A,2.2,3,3,2.1,3.2,3.1,2.1,3.25,3.15,2.1,3,3.1,,,,2.1,3.2,3.25,2.1,3.2,3,1.79,1.9,2.1,1.6,-0.5,,,,,,
161,D2,23/01/05,Unterhaching,Munich 1860,1,1,D,0,0,D,2.4,3.1,2.6,2.4,3.2,2.6,2.45,3.2,2.65,2.4,3,2.6,,,,2.5,3.1,2.7,2.55,3.1,2.45,1.75,1.95,2.45,1.45,-0.5,,,,,,
162,D2,24/01/05,Ein Frankfurt,Aachen,1,0,H,1,0,H,2,3.2,3.2,1.95,3.25,3.4,2,3.25,3.4,2.1,3,3.1,,,,2.1,3,3.5,2.05,3.1,3.2,1.65,2.05,2,1.66,-0.5,,,,,,
163,D2,28/01/05,Essen,Ein Trier,2,2,D,1,1,D,1.9,3.25,3.39,1.9,3.3,3.55,1.9,3.25,3.6,2,3.1,3.2,1.909,3.25,3.4,1.9,3.3,3.75,1.9,3.25,3.6,,,,,,,,,,,
164,D2,28/01/05,FC Koln,Burghausen,8,1,H,4,0,H,1.39,3.75,7,1.4,4.2,6.3,1.41,4,7,1.5,3.7,5,1.4,3.75,7,1.444,4,6.5,1.41,4,7,,,,,,,,,,,
165,D2,28/01/05,Munich 1860,Erzgebirge Aue,1,0,H,1,0,H,1.66,3.39,4.33,1.65,3.5,4.5,1.7,3.4,4.6,1.7,3.2,4.2,1.667,3.4,4.333,1.7,3.5,4.5,1.7,3.4,4.6,,,,,,,,,,,
166,D2,30/01/05,Aachen,Ahlen,0,2,A,0,1,A,1.57,3.5,5,1.5,3.8,5.5,1.55,3.6,5.5,1.55,3.5,4.8,,,,1.533,3.8,5.5,1.55,3.6,5.5,,,,,,,,,,,
167,D2,30/01/05,Greuther Furth,Unterhaching,3,1,H,2,1,H,1.5,3.6,5.5,1.5,3.8,5.5,1.5,3.8,5.75,1.6,3.4,4.6,,,,1.533,3.8,5.5,1.5,3.8,5.75,,,,,,,,,,,
168,D2,30/01/05,Karlsruhe,Ein Frankfurt,3,0,H,1,0,H,2.62,3.1,2.37,2.5,3.2,2.5,2.6,3.2,2.45,2.6,3,2.4,,,,2.8,3.1,2.4,2.6,3.2,2.45,,,,,,,,,,,
169,D2,30/01/05,Oberhausen,Erfurt,4,3,H,3,1,H,1.66,3.25,4.33,1.6,3.6,4.8,1.65,3.4,5,1.7,3.2,4.2,,,,1.667,3.6,4.5,1.65,3.4,5,,,,,,,,,,,
170,D2,30/01/05,Saarbrucken,Duisburg,4,1,H,0,0,D,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.2,2.55,2.45,3,2.55,,,,2.6,3.1,2.6,2.5,3.2,2.55,,,,,,,,,,,
171,D2,31/01/05,Dresden,Cottbus,0,1,A,0,0,D,2,3.2,3.2,2,3.25,3.3,2,3.25,3.4,2,3.1,3.2,1.909,3.2,3.5,1.95,3.1,3.75,2,3.25,3.4,,,,,,,,,,,
172,D2,04/02/05,Cottbus,Saarbrucken,1,1,D,1,0,H,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.2,2,3.1,3.2,2,3.2,3.2,2,3.3,3.4,2.15,3.25,2.85,1.71,2,2.1,1.6,-0.5,,,,,,
173,D2,04/02/05,Duisburg,Oberhausen,4,1,H,2,1,H,1.44,3.75,6,1.4,4,6.8,1.45,3.9,6.5,1.6,3.4,4.6,1.5,3.4,6,1.5,4,5.5,1.55,3.3,5.5,1.65,2.05,2,1.5,-1.5,,,,,,
174,D2,04/02/05,Ein Frankfurt,FC Koln,1,0,H,0,0,D,2.5,3.1,2.5,2.5,3.2,2.5,2.55,3.2,2.55,2.5,3,2.5,2.38,3.2,2.6,2.4,3.1,2.8,2.4,3.1,2.6,1.65,2.05,2.55,1.42,-0.5,,,,,,
175,D2,06/02/05,Ein Trier,Munich 1860,2,2,D,0,0,D,2.3,3.2,2.63,2.4,3.2,2.6,2.35,3.2,2.75,2.3,3,2.7,,,,2.3,3.2,2.9,2.2,3.1,2.9,1.71,2,2.35,1.48,-0.5,,,,,,
176,D2,06/02/05,Erfurt,Essen,1,1,D,0,0,D,2,3.2,3.2,1.9,3.25,3.6,2,3.25,3.4,2,3.1,3.2,,,,2,3.3,3.4,1.95,3.25,3.3,1.79,1.9,2,1.66,-0.5,,,,,,
177,D2,06/02/05,Erzgebirge Aue,Greuther Furth,2,1,H,2,0,H,2.5,3.1,2.5,2.5,3.2,2.5,2.45,3.2,2.65,2.5,3,2.5,,,,2.6,3.1,2.6,2.55,3.1,2.45,1.75,1.95,2.45,1.45,-0.5,,,,,,
178,D2,06/02/05,Karlsruhe,Aachen,0,1,A,0,0,D,2.5,3.1,2.5,2.5,3.2,2.5,2.55,3.2,2.55,2.5,3,2.5,,,,2.6,3.1,2.6,2.35,3.1,2.65,1.75,1.95,2.55,1.42,-0.5,,,,,,
179,D2,06/02/05,Unterhaching,Ahlen,2,1,H,2,0,H,2.1,3.2,3,1.9,3.25,3.6,2,3.25,3.4,2,3.1,3.2,,,,2,3.3,3.4,2.1,3.2,3,1.75,1.95,2,1.66,-0.5,,,,,,
180,D2,07/02/05,Burghausen,Dresden,2,1,H,1,0,H,1.72,3.4,4,1.75,3.4,4.1,1.75,3.4,4.2,1.75,3.2,4,1.73,3.2,4.33,1.75,3.5,4.2,1.7,3.4,4.1,1.71,2,1.75,1.88,-0.5,,,,,,
181,D2,11/02/05,Aachen,Unterhaching,2,3,A,1,2,A,1.57,3.5,5,1.55,3.6,5.3,1.5,3.65,5.95,1.5,3.7,5,1.53,3.5,5.5,1.5,4,5.5,1.55,3.6,5,1.6,2.15,2.15,1.42,-1.5,,,,,,
182,D2,11/02/05,Dresden,Ein Frankfurt,2,1,H,1,0,H,2.62,3.1,2.37,2.75,3.2,2.3,2.55,3.2,2.5,2.5,3,2.5,2.5,3.25,2.4,2.7,3.1,2.5,2.55,3.1,2.45,1.71,2,1.42,2.5,0.5,,,,,,
183,D2,11/02/05,Oberhausen,Cottbus,0,1,A,0,0,D,1.9,3.25,3.4,1.95,3.25,3.4,1.95,3.3,3.5,2.1,3,3.1,1.91,3.25,3.4,2,3.3,3.4,1.9,3.25,3.4,1.71,2,1.95,1.7,-0.5,,,,,,
184,D2,13/02/05,Ahlen,Erzgebirge Aue,1,2,A,0,0,D,2,3.2,3.2,1.8,3.4,3.8,1.9,3.25,3.75,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.85,3.3,3.55,1.75,1.95,1.9,1.74,-0.5,,,,,,
185,D2,13/02/05,Essen,Duisburg,1,0,H,0,0,D,3,3.2,2.1,2.9,3.2,2.2,2.9,3.2,2.25,2.7,3,2.3,,,,3,3.2,2.25,2.8,3.1,2.25,1.85,1.85,1.52,2.25,0.5,,,,,,
186,D2,13/02/05,Greuther Furth,Ein Trier,3,3,D,2,0,H,1.5,3.6,5.5,1.5,3.8,5.5,1.55,3.5,5.75,1.45,3.8,5.4,,,,1.5,4,5.5,1.45,3.75,6,1.55,2.25,1.55,2.18,-0.5,,,,,,
187,D2,13/02/05,Munich 1860,Erfurt,3,1,H,1,0,H,1.57,3.5,5,1.5,3.8,5.5,1.5,3.7,6,1.5,3.7,5,,,,1.53,3.75,5.5,1.5,3.6,5.5,1.65,2.05,2.11,1.44,-1.5,,,,,,
188,D2,13/02/05,Saarbrucken,Burghausen,2,4,A,1,0,H,1.72,3.4,4,1.8,3.4,3.8,1.7,3.4,4.5,1.7,3.2,4.2,,,,1.7,3.5,4.5,1.7,3.4,4.1,1.65,2.05,1.7,1.94,-0.5,,,,,,
189,D2,14/02/05,FC Koln,Karlsruhe,2,2,D,0,1,A,1.36,4,7,1.35,4.2,7.5,1.35,4.2,8,1.4,3.9,6,1.36,3.75,8,1.36,4.5,7,1.4,3.75,7,1.55,2.25,1.82,1.61,-1.5,,,,,,
190,D2,18/02/05,Cottbus,Essen,0,0,D,0,0,D,1.8,3.3,3.75,1.75,3.4,4.1,1.77,3.4,4.15,1.75,3.2,4,1.73,3.2,4.33,1.67,3.6,4.5,1.8,3.3,3.75,1.75,1.95,1.77,1.87,-0.5,,,,,,
191,D2,18/02/05,Ein Trier,Ahlen,2,0,H,1,0,H,2,3.2,3.2,1.95,3.25,3.4,1.95,3.25,3.6,1.85,3.1,3.6,1.91,3.2,3.5,1.95,3.1,3.75,1.85,3.2,3.7,1.65,2.05,1.95,1.71,-0.5,,,,,,
192,D2,18/02/05,Karlsruhe,Dresden,1,1,D,1,1,D,1.83,3.2,3.75,1.8,3.4,3.8,1.8,3.35,4.1,1.75,3.2,4,1.73,3.2,4.33,1.8,3.4,4,1.75,3.3,4,1.71,2,1.8,1.84,-0.5,,,,,,
193,D2,20/02/05,Burghausen,Oberhausen,2,2,D,0,1,A,1.8,3.2,4,1.85,3.3,3.7,1.83,3.3,4,1.8,3.1,3.8,,,,1.75,3.25,4.5,1.75,3.3,4,1.71,2,1.83,1.81,-0.5,,,,,,
194,D2,20/02/05,Ein Frankfurt,Saarbrucken,3,0,H,2,0,H,1.72,3.4,4,1.7,3.4,4.4,1.67,3.45,4.8,1.65,3.3,4.4,,,,1.67,3.6,4.5,1.65,3.4,4.5,1.6,2.15,1.67,2.01,-0.5,,,,,,
195,D2,20/02/05,Erfurt,Greuther Furth,1,2,A,1,1,D,3,3.2,2.1,2.8,3.3,2.2,3,3.2,2.2,2.7,3,2.3,,,,3,3.2,2.2,2.8,3,2.3,1.75,1.95,1.55,2.2,0.5,,,,,,
196,D2,20/02/05,Erzgebirge Aue,Unterhaching,1,0,H,0,0,D,1.8,3.2,4,1.8,3.4,3.8,1.8,3.35,4.1,1.85,3.1,3.6,,,,1.9,3.3,3.75,1.85,3.3,3.6,1.65,2.05,1.8,1.84,-0.5,,,,,,
197,D2,20/02/05,FC Koln,Aachen,1,0,H,0,0,D,1.66,3.4,4.33,1.65,3.5,4.5,1.67,3.5,4.65,1.7,3.2,4.2,,,,1.67,3.6,4.5,1.65,3.4,4.5,1.65,2.05,1.67,2,-0.5,,,,,,
198,D2,21/02/05,Duisburg,Munich 1860,0,1,A,0,0,D,1.66,3.4,4.33,1.65,3.5,4.5,1.7,3.45,4.5,1.85,3.1,3.6,1.67,3.25,4.5,1.67,3.4,5,1.65,3.4,4.5,1.71,2,1.7,1.95,-0.5,,,,,,
199,D2,25/02/05,Essen,Burghausen,1,2,A,1,0,H,2.1,3.2,3,2.05,3.2,3.2,2.05,3.15,3.4,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3.25,2.1,3.3,2.9,1.75,1.95,2.05,1.64,-0.5,,,,,,
200,D2,25/02/05,Munich 1860,Cottbus,1,0,H,0,0,D,1.5,3.4,6,1.6,3.6,4.8,1.5,3.6,5.8,1.55,3.5,4.8,1.57,3.25,5.5,1.62,3.6,5,1.5,3.6,5.5,1.71,2,2.22,1.39,-1.5,,,,,,
201,D2,27/02/05,Aachen,Erzgebirge Aue,1,5,A,0,1,A,1.8,3.2,4,1.65,3.5,4.5,1.7,3.4,4.6,1.65,3.3,4.4,,,,1.7,3.5,4.5,1.75,3.4,3.8,1.65,2.05,1.7,1.96,-0.5,,,,,,
202,D2,27/02/05,Ahlen,Erfurt,2,3,A,2,0,H,1.8,3.3,3.75,1.7,3.4,4.4,1.73,3.3,4.5,1.8,3.1,3.8,,,,1.8,3.3,4,1.75,3.3,4,1.79,1.9,1.73,1.9,-0.5,,,,,,
203,D2,27/02/05,Oberhausen,Ein Frankfurt,0,3,A,0,1,A,2.62,3.1,2.37,2.5,3.2,2.5,2.55,3.15,2.55,2.5,3,2.5,,,,2.6,3.1,2.6,2.45,3.15,2.5,1.65,2.05,2.55,1.41,-0.5,,,,,,
